MLSNumber,NewConstructionYN,PropertyType,PropertySubType,StreetNumberAlpha,StreetName,ListAgentFullName,CoListAgentFullName,OriginalListPrice,ListPrice,ListingContractDate,ExpirationDate,SellingOfficeName,SellingAgentFullName 
21734084,,Residential,Single Fam,,Creekwood,Debbie Yozipovich,,299000,289000,2020-08-20,2021-03-31,CENTURY 21 Scheetz,Melissa Mendoza
21731659,,Residential,Single Fam,,Van Buren,Marie Edwards,,288045,288045,2020-08-14,2021-08-31,Highgarden Real Estate,Stacy Maglio
21742703,,Residential,Single Fam,,Van Buren,Marie Edwards,,292696,292696,2020-09-30,2021-09-30,"eXp Realty, LLC",Forde Ness
21734025,,Residential,Condo,,Extraordinary,Marji Legault,,299900,295000,2020-08-22,2020-12-31,Highgarden Real Estate,Edward G. Ward
21716029,,Residential,Single Fam,,Red Oak,Donette M. Looper,,294900,294900,2020-06-03,2021-06-03,"GO Real Estate Services, LLC",Susan M. Timmerman
21752742,,Residential,Condo,,Distinctive,Debbie G. Yozipovich,,299500,299500,2020-11-16,2021-02-28,Monteith-Legault Real Estate C,Marji Legault
21739453,,Residential,Single Fam,,200,Michael Lauck,,315000,299900,2020-09-17,2021-03-17,"Carpenter, REALTORS®",Charlene B. Brown
21749246,,Residential,Single Fam,,Pippin,LeDora S. Calvert,,310000,299900,2020-11-02,2021-05-02,The Cooper Real Estate Group,Erin Garvey
21698151,,Residential,Single Fam,,Stoney,Aaron Wheeler,,314990,304990,2020-03-03,2020-12-31,Non-BLC Office,Non-BLC Member
21724450,,Residential,Single Fam,,Summerwood,Non-BLC Member,,306001,306001,2020-07-10,2020-07-17,Ferris Property Group,Anna Brennan
21715971,,Residential,Single Fam,,Summerwood,Roy Wilson,,324900,319900,2020-06-02,2020-12-01,F.C. Tucker Company,Rebecca A. Hibbert
21700160,,Residential,Single Fam,,Fortville,Julie Boksa,,399000,309900,2020-03-14,2020-09-14,RE/MAX At The Crossing,Kristal S. Munoz
21729657,,Residential,Single Fam,,Fresno,Marie Edwards,,323000,323000,2020-08-03,2021-08-31,Berkshire Hathaway Home,Kathy Hall
21744886,,Residential,Single Fam,,Sugar Gum,Jill Collins,,314900,314900,2020-10-22,2021-03-31,Front Porch Real Estate,Michelle Highers
21734197,,Residential,Single Fam,,Mohr,Mark Dudley,,327500,327500,2020-08-19,2021-02-19,RE/MAX Complete,Jeffrey D. Cummings
21710279,,Residential,Single Fam,,Cherry Tree,Erin Lowder,,325000,325000,2020-05-14,2020-08-14,"Sugar Creek Real Estate, LLC",Sheila Moeller
21739241,,Residential,Single Fam,,Bobtail,Kelly L. Munden,,329900,329900,2020-09-15,2021-03-15,F.C. Tucker Company,Rita Fish
21725681,,Residential,Single Fam,,Fair Glen,Alex Dickman,,369900,339900,2020-07-20,2020-12-31,F.C. Tucker Company,Jeffrey S. Miles
21709648,,Residential,Single Fam,,Springhurst,Patrick Bragg,Jeffrey M. Augustinovicz,359999,339900,2020-05-12,2020-11-12,"Carpenter, REALTORS®",Jennifer Stegman
21728147,,Residential,Single Fam,,Liberty View,Tina C. Vandenbark,,345000,345000,2020-07-28,2021-01-28,RE/MAX Ability Plus,Denise N. Wilson
21742804,,Residential,Single Fam,,Westfield,Dawn Justus,,344900,344900,2020-10-06,2021-02-26,RE/MAX Realty Group,Michelle Collings
21745252,,Residential,Single Fam,,Stoney,Jill S. Freeh,,369900,359900,2020-10-16,2021-04-16,R&R Newell Real Estate PC,Ruth Newell
21721505,,Residential,Single Fam,,Hickory,Nicholas B. Hurt,,349900,349900,2020-06-26,2020-12-26,"Carpenter, REALTORS®",Don Whitesell
21748820,,Residential,Single Fam,,300,Deanna Hardwick,,355000,355000,2020-10-26,2021-04-24,Turnkey Realty of Indiana LLC,Brittany Burke
21742241,,Residential,Single Fam,,Westfield,Roy Wilson,,354900,354900,2020-09-24,2021-03-23,"Carpenter, REALTORS®",Don Whitesell
21736995,,Residential,Single Fam,,Arrowhead,Kathy Hall,,380000,380000,2020-09-05,2021-03-05,Keller Williams Indy Metro W,Dawn Davis
21720217,,Residential,Single Fam,,Fortville,Ben Crouch,Rita Fish,349900,349900,2020-06-19,2020-10-19,Highgarden Real Estate,Theresa Volk
21725015,,Residential,Single Fam,,Sugar Gum,Aaron Wheeler,,361800,361800,2020-06-26,2020-12-31,Non-BLC Office,Non-BLC Member
21748447,,Residential,Single Fam,,Red Oak,Molly Hadley,,365000,365000,2020-10-30,2021-04-30,Berkshire Hathaway Home,Julianne Deely
21736038,,Residential,Single Fam,,Sugar Creek,Vickie Jordan,,395000,379900,2020-09-22,2021-03-22,CENTURY 21 Scheetz,Patricia Moura Jackson
21711060,,Residential,Single Fam,,Hidden Glen,Joella Hedge,,380000,380000,2020-05-21,2020-08-21,RE/MAX Realty Group,Mark Dudley
21716288,,Residential,Single Fam,,Casey,Gina L. Rininger,,385000,385000,2020-06-05,2020-09-05,RE/MAX Advanced Realty,Debra L. Palmer
21726121,,Residential,Single Fam,,Arthur,Forde Ness,,395000,389500,2020-07-23,2021-01-20,"The Right Place, REALTORS®",Brenda Jones
21734549,,Residential,Single Fam,,200 N,Joseph Bowling,Jamie J. Boggs,445000,399999,2020-08-22,2021-03-22,RE/MAX Realty Group,Mark Dudley
21736422,,Residential,Single Fam,,Arrowhead,Laura Martin,,445000,409900,2020-09-01,2021-03-01,F.C. Tucker Company,Kali Cooper
21724762,,Residential,Single Fam,,25,Cathleen Becker,,1500000,1500000,2019-10-08,2020-09-25,F.C. Tucker Company,Art Johnson
21739204,,Residential,Single Fam,,Grayson,Vickie L. Jordan,,449900,424900,2020-09-19,2021-02-19,Anew Realty LLC,Kimberly K. Sottong
21719285,,Residential,Single Fam,,Fortville,Nicole M. Mattingly,,449900,449900,2020-06-17,2020-09-17,Keller Williams Indy Metro NE,Robert W. Sorrell
21721425,,Residential,Single Fam,,MORRISTOWN,Roy Wilson,,459000,459000,2020-06-26,2020-12-25,Keller Williams Indy Metro W,Marissa R. Bryant
21728069,,Residential,Single Fam,,300 East,Kathy Hall,,525000,525000,2020-07-25,2020-12-25,F.C. Tucker Company,Rebecca Morrow
