MLSNumber,NewConstructionYN,PropertyType,PropertySubType,StreetNumberAlpha,StreetName,ListAgentFullName,CoListAgentFullName,OriginalListPrice,ListPrice,ListingContractDate,ExpirationDate,SellingOfficeName,SellingAgentFullName 
21711335,,Residential,Condo,,Rydal,Michelle Steward,,69000,69000,2020-05-20,2020-11-20,Keller Williams Indy Metro NE,Michelle Steward
21711437,,Residential,Condo,,Woodall,Delanie B. Schembra,Devon Hicks,67000,67000,2020-05-20,2020-11-30,RE/MAX Ability Plus,Natasha Radovich
21725674,,Residential,Condo,,Hewlet,Kevin Hudoba,,71500,71500,2020-07-18,2021-01-18,The Modglin Group,Sherri L. Conkle
21728826,,Residential,Condo,,Woodall,Stephen W. Clark,,65000,65000,2020-08-03,2021-02-03,"Royalty Realty, LLC",Saman T. Sardari
21703798,,Residential,Condo,,Mornay,Delanie B. Schembra,Devon Hicks,88500,88500,2020-04-06,2020-07-31,"T&H Realty Services, Inc.",Delanie B. Schembra
21724039,,Residential,Condo,,Village Parkway,Rich Boals,,85000,85000,2020-07-09,2021-07-08,F.C. Tucker Company,Rich Boals
21706809,,Residential,Condo,,Village Parkway,Pat Ploughe,Kellie Nierzwicki,81000,81000,2020-04-25,2020-12-31,Lewis Residential LLC,Robert P. Lewis
21715995,,Residential,Condo,,Buxton,Todd A. Howard,,79500,79500,2020-06-05,2020-12-02,Compass Realty LLC.,Jake R. Stiles
21711207,,Residential,Condo,,47th,Sasa Glumac,,90000,85000,2020-05-20,2020-11-20,"Libertad Real Estate Co., LLC",Rosa Molina
21711272,,Residential,Condo,,Village Parkway,Cynthia Bulat,,82500,82500,2020-05-19,2020-08-19,Monteith-Legault Real Estate C,Christopher J. Ripperger
21720204,,Residential,Condo,,Lynton,Robin Atkins,,89000,89000,2020-06-25,2020-09-23,"Excel Real Estate, LLC",Gregory Monfreda
21717021,,Residential,Condo,,Biron,Non-BLC Member,,87000,87000,2020-06-09,2020-06-12,"Sandcastle Real Estate, LLC",Stacie Kidwell
21725095,,Residential,Condo,,Mornay,Donna Sims,,99750,99750,2020-07-20,2021-01-20,Berkshire Hathaway Home,Gurpartap Gill
21718855,,Residential,Condo,,Tuscany,Ellen D. Stewart,,92500,92500,2020-06-13,2020-12-31,CENTURY 21 Scheetz,Lee Ann Balta
21710015,,Residential,Condo,,MOUNTBATTEN,Derrick Johnson,,95000,95000,2020-05-14,2020-11-08,"Carpenter, REALTORS®",Kasandra Franklin
21709209,,Residential,Condo,,London,Robin T. Reese,,99900,98000,2020-05-09,2021-05-09,"Reese Group Realty, LLC",Robin T. Reese
21709712,,Residential,Condo,,Dorkin,Scott A. Wynkoop,Christopher A. Wynkoop,90000,90000,2020-05-12,2020-09-08,"Doc Real Estate, Inc",Christine A. Jones
21724838,,Residential,Condo,,47TH,Mark A. Lopez,Nancy Hernandez,95000,100000,2020-07-17,2021-01-17,F.C. Tucker Company,Abigail Heater
21704087,,Residential,Single Fam,,DABNY,Shannon Kirk,,100000,109500,2020-04-07,2020-10-06,F.C. Tucker Company,Benjamin Reed
21710061,,Residential,Condo,,Mornay,Clay Burris,Megan Johnston,96900,96900,2020-05-15,2020-11-15,Caught Your Eye Realty LLC,Kiana T. Williams
21712280,,Residential,Condo,,Mornay,Gloria O'Neal,,110000,110000,2020-06-11,2020-12-11,Keller Williams Indpls Metro N,James Embry
21699493,,Residential,Condo,,KELVINGTON,Magi Lay,,101000,103000,2020-03-11,2020-09-11,Keller Williams Indy Metro NE,Chiquita Watkins
21725995,,Residential,Condo,,Glenwillow,Mark A. Lopez,,104000,104000,2020-07-28,2021-01-28,Heritage Realty Group,Sunny Burton Lane
21725179,,Residential,Condo,,EAGLE COVE,Shea L. Duymovic,,105000,105000,2020-07-15,2020-08-31,RE/MAX Centerstone,Shea L. Duymovic
21708583,,Residential,Condo,,Grinnell,Barbara Whiteside,,100000,100000,2020-05-07,2020-11-06,CrestPoint Real Estate,Matthew Edens
21728389,,Residential,Condo,,BROOKMONT,Aida F. Pierson,,107900,107900,2020-07-30,2021-01-30,F.C. Tucker Company,Tiffanie Ditlevson
21711990,,Residential,Condo,,Kimmeridge,Danielle Shouse,,111999,111999,2020-05-24,2020-08-24,Keller Williams Indy Metro NE,Malinda Ennis
21709706,,Residential,Condo,,Kelvington,Priscilla Russell,,109999,109999,2020-05-12,2020-06-25,Berkshire Hathaway Home,Judi Bartley
21730690,,Residential,Condo,,Brookmont,Joseph W Cirillo,,112500,112500,2020-08-07,2020-11-20,Keller Williams Indpls Metro N,Jennifer Goodspeed
21729731,,Residential,Condo,,Potomac Square Ln #3,Marcia Souers,Chris Souers,110000,110000,2020-08-04,2021-02-04,"eXp Realty, LLC",Marcia Souers
21709474,,Residential,Condo,,Potomac Square,Mary Lou Silverman,,109999,109999,2020-05-14,2020-11-14,Brownsburg Homes Realty,Nicole Nail
21724302,,Residential,Single Fam,,Clarkson,Jacqueline Blalock Rudd,,108000,108000,2020-07-11,2020-12-31,Coronel Realty Group,Luis C. Coronel
21720329,,Residential,Condo,,Chaseway,Luci Chalian,,110000,110000,2020-06-25,2020-12-24,"Carpenter, REALTORS®",Kasandra Franklin
21716853,,Residential,Condo,,Chaseway,Jenna Centofante,,110000,110000,2020-06-19,2020-09-19,F.C. Tucker Company,Cathy A. Sturm
21705793,,Residential,Condo,,BAY HARBOR,Mary Jane Coutz,,115000,115000,2020-04-20,2021-10-20,RE/MAX Legends Group,Steve J. Sergi
21703291,,Residential,Single Fam,,LIBERTY,Sheila Hubbard,,129900,129900,2020-04-02,2020-06-17,"Broker Direct Realty, LLC",Lori Summers
21722040,,Residential,Single Fam,,EAGLE LAKE,Paige Tam,,120000,120000,2020-06-30,2020-12-31,"Vinebrook Homes, LLC",James C. Goetz
21724405,,Residential,Single Fam,,LAKEFIELD,Lindsey Henry,,105000,105000,2020-07-12,2021-01-12,"eXp Realty, LLC",Marcia Souers
21700605,,Residential,Single Fam,,Vinewood,Jennifer Blandford,,110000,110000,2020-03-16,2020-09-30,F.C. Tucker Company,Melanie Balog
21715669,,Residential,Single Fam,,Sundown,Susan Webb,,125000,125000,2020-06-22,2020-09-30,"eXp Realty, LLC",Joshua Martin
21709258,,Residential,Condo,,BAY HARBOR,Gabriela Pitts,,120000,120000,2020-05-21,2020-11-21,Compass Realty LLC.,Jake R. Stiles
21681465,,Residential,Condo,,Eagle Cove West,Kasandra Franklin,,128900,125000,2019-11-15,2020-11-15,Berkshire Hathaway Home,Gurpartap Gill
21721554,,Residential,Condo,,Bay Harbor,Jessica D. Martin,,115000,115000,2020-07-02,2021-01-02,Keller Williams Indy Metro S,Scott A. Smith
21725350,,Residential,Single Fam,,Bay Harbor,Tony Janko,Toni Eads,120000,120000,2020-07-21,2021-01-21,F.C. Tucker Company,Jen Webster
21720416,,Residential,Condo,,Doubloon,Todd M. Denkmann,,119900,119900,2020-06-22,2020-12-22,RE/MAX Ability Plus,Christian Abner
21716412,,Residential,Single Fam,,Eden Village,LaToya D. Dix,,125000,125000,2020-06-09,2020-12-09,RE/MAX Ability Plus,Thomas Johnson
21709825,,Residential,Condo,,COTTON BAY,Urie Guerrier,,125000,125000,2020-05-22,2020-11-25,"Carpenter, REALTORS®",Kasandra Franklin
21718837,,Residential,Condo,,TUSCANY,Ellen D. Stewart,,125000,125000,2020-06-13,2020-12-31,"Triple E Realty, LLC",Markeada Smith
21723581,,Residential,Condo,,Apache,Laura Turner,Mitzi Koontz,132900,132900,2020-07-20,2021-01-18,F.C. Tucker Company,Dawn Burget
21720456,,Residential,Condo,,Lakeshire,Katelyn Broadus,,125000,125000,2020-06-26,2020-12-18,Keller Williams Indy Metro NE,Stephanie Evelo
21699725,,Residential,Condo,,Yardley,Mackenzie McLane,,134900,124900,2020-03-17,2020-07-31,CENTURY 21 Scheetz,Mark J. Harris
